la,ld,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,app,asexp,rsexp,asawr,rsawr
12,11,1,1,0.4262286569981449,1.0,0.34747685185185184,2.0,0,6.0,3.358616898148148,1.0,54.0,56.0,0.0188356164383561,0.0195205479452054
40,9,2,2,0.2460225782203316,2.0,0.3047337962962963,2.0,0,4.0,5.492100694444445,2.0,306.0,418.0,0.0842249657064471,0.1149519890260631
2,3,2,1,0.7219280948873623,1.0,0.06598379629629629,0.0,1,3.0,1.830162037037037,1.0,263.0,263.0,0.0903490759753593,0.0903490759753593
8,12,1,1,0.0,1.0,0.17489583333333333,1.0,0,1.0,48.44835648148148,2.0,286.0,417.0,0.1983413959917069,0.2888735314443676
1,0,1,1,0.0,1.0,0.07086805555555556,1.0,0,1.0,13.534872685185185,2.0,89.0,347.0,0.0307902839548409,0.1190557646253848
1,12,1,1,0.0,1.0,0.21182870370370369,1.0,0,2.0,1.7741435185185186,2.0,287.0,418.0,0.1988950276243093,0.2893646408839779
42,6,1,1,0.0,1.0,0.4321296296296296,2.0,0,2.0,2.1698958333333334,1.0,52.0,96.0,0.0365769496204278,0.0669427191166321
2,15,1,1,0.0,1.0,0.1439814814814815,1.0,0,2.0,1.7773495370370371,2.0,288.0,419.0,0.1993103448275862,0.2896551724137931
3,2,1,1,0.0,1.0,0.06840277777777777,1.0,0,2.0,48.95934027777778,2.0,42.0,44.0,0.0147058823529411,0.0153898768809849
1336,0,7,2,0.7796881820475203,28.0,30.955474537037038,39.0,0,13.0,3.037521990740741,1.0,108.0,61.0,0.029838488913222,0.0169723514919244
0,16,1,1,0.6962122601251458,1.0,4.888171296296297,2.0,0,1.0,82.77932870370371,2.0,14.0,74.0,0.1020408163265306,0.5102040816326531
929,667,4,3,0.5715177028267155,12.0,9.806736111111112,16.0,0,13.0,0.07992026748971194,1.0,193.0,281.0,0.0514452399893927,0.0747812251392203
194,2377,1,1,0.5709043582402149,7.0,5.776527777777777,12.0,1,3.0,6.084178240740741,1.0,106.0,106.0,0.0365562008882815,0.0365562008882815
1,1,1,1,0.0,1.0,0.8460185185185186,2.0,0,1.0,8.448032407407407,2.0,124.0,262.0,0.042691256830601,0.0898224043715847
0,8,1,1,0.8112781244591328,1.0,0.8540625,5.0,0,5.0,77.05955439814815,3.0,21.0,224.0,0.0075110959371799,0.0768180266302492
1,0,1,1,0.0,2.0,4.080300925925926,6.0,0,3.0,2.5033564814814815,3.0,43.0,376.0,0.0150170648464163,0.1286689419795222
0,5758,5,1,0.4345909389118745,1.0,0.49309027777777775,6.0,0,0.0,0.0,4.0,68.0,553.0,0.0235414534288638,0.1890139883998635
0,29,1,1,0.0,3.0,6.863842592592593,9.0,0,10.0,8.13695601851852,3.0,0.0,18.0,0.0067114093959731,0.1275167785234899
16,1,2,2,0.9366673818775626,4.0,1.0204398148148148,4.0,0,15.0,6.040150462962963,2.0,34.0,217.0,0.0095628415300546,0.0595628415300546
3,1,1,1,0.0,1.0,0.10964120370370371,2.0,0,4.0,29.02207175925926,1.0,23.0,61.0,0.0081827480395499,0.0211387657688373
15,2,1,1,0.0,1.0,0.74375,1.0,0,3.0,2.577210648148148,2.0,40.0,326.0,0.0281980742778541,0.2248968363136176
13,15,1,1,0.0,1.0,0.7364814814814814,1.0,0,4.0,2.2948958333333334,2.0,41.0,418.0,0.0288659793814433,0.2879725085910652
0,47,1,1,0.0,1.0,1.3978587962962965,5.0,0,0.0,0.0,5.0,69.0,598.0,0.0238582140422631,0.2041581458759372
290,116,1,1,0.8407166062489921,2.0,0.6125925925925926,3.0,1,9.0,1.4262152777777777,1.0,57.0,57.0,0.0197614991482112,0.0197614991482112
8,6,1,1,0.9852281360342516,2.0,5.225208333333334,8.0,0,9.0,1.334988425925926,3.0,22.0,366.0,0.00783378746594,0.125
15,0,3,1,0.9602297178607612,3.0,1.5539583333333333,7.0,0,15.0,42.53924768518518,3.0,0.0,405.0,0.0003404834865509,0.1382362955396663
21,0,2,2,0.9587118829771318,2.0,5.096423611111111,2.0,0,1.0,14.432372685185186,2.0,309.0,421.0,0.084514721919302,0.1150490730643402
0,3,1,1,0.9182958340544896,1.0,0.24298611111111112,2.0,0,4.0,23.859733796296297,1.0,153.0,66.0,0.0523987750935692,0.0227968696835658
82,0,1,1,0.0,1.0,1.6813657407407405,1.0,0,0.0,0.0,2.0,75.0,91.0,0.0521619766643788,0.063143445435827
2,0,1,1,0.0,1.0,4.769560185185186,5.0,0,10.0,0.4511111111111111,1.0,1.0,258.0,0.0006802721088435,0.0880952380952381
428,0,1,1,0.6526303867859915,6.0,5.018483796296296,18.0,0,0.0,0.0,1.0,0.0,2.0,0.0069930069930069,0.0209790209790209
50,3,2,2,0.450791388354665,2.0,3.923738425925926,2.0,0,2.0,3.101099537037037,2.0,111.0,180.0,0.0305010893246187,0.0492919389978213
0,630,1,1,0.8469614639551378,5.0,3.893773148148148,12.0,0,5.0,17.064209656084657,1.0,6.0,3.0,0.0486111111111111,0.0277777777777777
42,35,1,1,0.0,1.0,1.0196064814814816,1.0,0,4.0,0.7020370370370371,2.0,42.0,419.0,0.0294722412611377,0.2878684030157642
20,2,1,1,0.0,3.0,1.1357060185185184,4.0,0,6.0,9.041516203703704,1.0,15.0,5.0,0.1066666666666666,0.04
0,1,1,1,0.0,1.0,0.1553240740740741,4.0,0,5.0,26.83644675925926,2.0,58.0,127.0,0.0200543847722637,0.0435078178110129
4,10,1,1,0.7559279292634755,1.0,1.2334837962962963,2.0,0,4.0,12.826770833333333,2.0,13.0,74.0,0.0927152317880794,0.4966887417218543
189,60,1,1,0.7966394665488286,4.0,0.977824074074074,3.0,0,3.0,4.896377314814814,2.0,12.0,120.0,0.0044172612979952,0.0411145090044172
88,75,4,2,0.8531327886706089,4.0,0.2768402777777778,1.0,1,5.0,4.51111400462963,1.0,37.0,37.0,0.0103373231773667,0.0103373231773667
237,234,1,1,0.7524331133622242,1.0,1.191099537037037,2.0,0,9.0,7.961316872427983,2.0,14.0,75.0,0.0986842105263157,0.5
33,13,2,2,0.8071577000364445,2.0,3.610925925925926,6.0,0,6.0,7.8475115740740735,1.0,1.0,107.0,0.0005439216752787,0.029371770465053
18,10,1,1,0.0,1.0,0.8995601851851852,3.0,0,2.0,3.1163657407407404,4.0,43.0,502.0,0.0300957592339261,0.3440492476060191
2,3,1,1,0.0,2.0,0.9623958333333333,5.0,0,3.0,6.662847222222222,1.0,100.0,59.0,0.0342837746096401,0.020366598778004
12,12,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,22,1,1,0.7574672800745363,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,11,3,2,0.8161016344454043,4.0,11.07681712962963,8.0,0,7.0,0.06770833333333333,1.0,192.0,70.0,0.052445652173913,0.0192934782608695
48,9,5,3,0.8491226389189815,5.0,3.817974537037037,3.0,0,5.0,6.767444701646091,2.0,163.0,212.0,0.0443123480140502,0.0575520129694677
80,1,2,2,0.5104132148146552,6.0,4.784050925925926,5.0,0,3.0,9.302280092592593,2.0,163.0,212.0,0.044541010320478,0.0578489951113525
34,0,2,2,0.9081783472997051,2.0,7.313981481481481,6.0,0,2.0,1.5837094907407405,2.0,48.0,136.0,0.013304371436329,0.0371979364648384
32,21,1,1,0.0,3.0,26.593321759259258,5.0,0,3.0,3.1802314814814814,3.0,44.0,121.0,0.0306748466257668,0.0831629175187457
3,3,1,1,0.0,1.0,0.06722222222222222,1.0,0,6.0,0.18329861111111112,2.0,16.0,27.0,0.1111111111111111,0.1830065359477124
38,17,1,1,0.0,18.0,18.080613425925925,11.0,0,4.0,0.13359953703703703,2.0,13.0,121.0,0.0047441545238902,0.0413419179939003
2,0,1,1,0.0,1.0,0.18684027777777779,2.0,0,6.0,52.46145833333333,1.0,26.0,89.0,0.0091463414634146,0.0304878048780487
14,6,3,2,0.9545258142257612,1.0,3.898877314814815,1.0,0,5.0,3.1994328703703707,2.0,9.0,97.0,0.0027122321670735,0.0265798752373203
7,7,1,1,0.0,2.0,0.1250925925925926,2.0,0,2.0,3.207141203703704,2.0,17.0,64.0,0.0122532334921715,0.0442477876106194
1,0,1,1,0.0,1.0,0.9455671296296296,2.0,0,4.0,3.207199074074074,3.0,31.0,81.0,0.0217687074829931,0.05578231292517
2,7,1,1,0.0,1.0,0.8547569444444445,3.0,0,4.0,3.2359375,3.0,40.0,119.0,0.0278721957851801,0.0815771583956492
28,53,2,1,0.5392163432092414,1.0,0.3236111111111111,1.0,0,6.0,0.02981481481481481,2.0,18.0,57.0,0.0129076086956521,0.0394021739130434
4,6,2,1,1.0,2.0,1.0047569444444444,3.0,0,6.0,0.013101851851851852,2.0,42.0,58.0,0.0291921249151391,0.0400543109300746
10,12,1,1,0.906359331174966,1.0,0.18311342592592594,2.0,0,3.0,26.26341435185185,2.0,23.0,150.0,0.0081245768449559,0.0511171293161814
9,26,1,1,0.0,1.0,0.9211458333333334,2.0,0,4.0,0.0521875,3.0,32.0,83.0,0.0223880597014925,0.0569877883310719
7,4,1,1,0.0,3.0,0.850011574074074,4.0,0,5.0,0.027939814814814817,2.0,45.0,85.0,0.0311864406779661,0.0583050847457627
21,6,1,1,0.0,1.0,0.7202546296296296,2.0,0,3.0,9.39119212962963,3.0,46.0,469.0,0.0318428184281842,0.3184281842818428
2,2,1,1,0.0,1.0,0.7850115740740741,1.0,0,2.0,41.71118055555556,2.0,26.0,33.0,0.0091370558375634,0.0115059221658206
2,2,1,1,0.0,1.0,3.188657407407407,5.0,0,4.0,2.9040162037037036,1.0,177.0,55.0,0.0602165087956698,0.0189445196211096
69,55,7,2,0.7107928789509615,2.0,3.989965277777778,3.0,0,6.0,12.849580026455028,1.0,47.0,96.0,0.0161779575328614,0.0326929558476575
62,14,2,2,0.8311497948003245,1.0,0.8381597222222222,2.0,0,4.0,30.45432484567901,3.0,157.0,424.0,0.0427027027027027,0.1148648648648648
277,7,3,2,0.5680536504142264,4.0,11.18837962962963,3.0,0,3.0,2.4603310185185188,2.0,112.0,181.0,0.0305322885706565,0.0491758984058362
7,7,1,1,0.9629610647945144,1.0,0.07364583333333334,2.0,0,4.0,3.697777777777778,2.0,91.0,91.0,0.031081081081081,0.031081081081081
12,16,2,1,1.0,1.0,0.0592824074074074,1.0,0,3.0,0.1333912037037037,2.0,83.0,134.0,0.0567951318458417,0.0912778904665314
2,7,1,1,0.0,2.0,3.031377314814815,1.0,0,4.0,3.6440740740740742,2.0,87.0,200.0,0.0297196892941573,0.0678824721377912
3,1,1,1,0.0,1.0,1.789803240740741,6.0,0,1.0,38.7396875,3.0,195.0,394.0,0.0661715057393653,0.1333558406482106
3,3,2,2,1.0,2.0,2.873969907407407,4.0,0,2.0,16.08757523148148,2.0,10.0,116.0,0.0036999663639421,0.0393541876892028
0,32,2,1,0.668645033308507,1.0,0.0747337962962963,3.0,0,6.0,3.9171209490740737,1.0,45.0,45.0,0.0155195681511471,0.0155195681511471
8,6,1,1,0.3712323266408756,3.0,1.2829513888888888,3.0,0,13.0,7.229328703703704,4.0,113.0,437.0,0.0384485666104553,0.1477234401349072
16,78,2,1,0.5340964872079047,6.0,25.423946759259263,15.0,0,6.0,7.102638888888889,2.0,101.0,111.0,0.0343897505057316,0.0377612946729602
5,2,1,1,0.0,1.0,3.016423611111111,5.0,0,0.0,0.0,3.0,43.0,148.0,0.014829794405123,0.0502190765082575
1,6,1,1,0.0,1.0,3.016423611111111,4.0,0,3.0,39.103553240740744,2.0,44.0,129.0,0.0151617250673854,0.0438005390835579
1,94,4,1,0.6963496194507223,1.0,6.311550925925926,7.0,0,3.0,33.16439499158249,3.0,196.0,474.0,0.0663523071741327,0.1599865274503199
384,14,4,1,0.5958219061351229,3.0,1.4407060185185185,3.0,0,15.0,5.9142924382716044,2.0,163.0,254.0,0.0552188552188552,0.0858585858585858
1,1,1,1,0.0,1.0,0.09577546296296297,3.0,0,1.0,36.02909722222223,1.0,114.0,60.0,0.0387075058902726,0.0205318074722315
1,1,1,1,0.0,2.0,0.6323148148148149,4.0,0,8.0,57.025162037037035,3.0,0.0,121.0,0.0003364737550471,0.0410497981157469
30,8,3,2,0.8814794798526344,1.0,4.869247685185186,7.0,0,6.0,0.1492361111111111,2.0,50.0,155.0,0.0137244348762109,0.0419806243272335
59,46,1,1,0.3886117491694427,1.0,4.999201388888889,6.0,0,2.0,0.008935185185185185,3.0,47.0,290.0,0.0161398789509078,0.0978480161398789
1,0,1,1,0.0,1.0,4.999201388888889,5.0,0,2.0,0.0015393518518518519,3.0,48.0,291.0,0.0164705882352941,0.0981512605042016
19,19,3,2,0.8288957209054622,2.0,2.837951388888889,4.0,0,7.0,4.783389274691358,3.0,136.0,232.0,0.036837859639688,0.0626512503361118
83,72,1,1,0.558429955520014,3.0,0.060266203703703704,1.0,0,1.0,33.09767361111111,2.0,15.0,16.0,0.1038961038961039,0.1103896103896103
317,230,1,1,0.8954734039134303,1.0,2.67193287037037,3.0,0,8.0,1.9074189814814815,1.0,58.0,57.0,0.0198186093382599,0.0194827007054081
42,7,3,2,0.7960703364513466,9.0,21.339837962962964,15.0,0,12.0,4.741639660493827,1.0,29.0,127.0,0.0080623488309594,0.0343993550120935
3150,180,17,5,0.8372890752703155,7.0,10.063703703703704,5.0,0,5.0,6.434388257575758,1.0,8.0,86.0,0.0023535564853556,0.0227510460251046
59,0,3,2,0.6314629479317999,1.0,2.8311805555555556,4.0,0,9.0,2.385850694444444,4.0,231.0,721.0,0.0623153370937416,0.1939296266451786
104,70,3,1,0.6155407835061094,4.0,3.74599537037037,2.0,0,3.0,4.308078703703704,2.0,48.0,425.0,0.0329966329966329,0.2868686868686869
50,0,2,2,0.1414405425418206,2.0,3.0730555555555554,8.0,0,3.0,4.312476851851852,5.0,30.0,422.0,0.0083221476510067,0.1135570469798657
7,12,2,1,0.9980008838722996,2.0,21.10241898148148,6.0,0,22.0,5.906076388888889,2.0,259.0,111.0,0.0871898054996646,0.0375586854460093
18,12,1,1,0.0,1.0,2.2931944444444445,2.0,0,1.0,16.15736111111111,1.0,166.0,116.0,0.0559839088166275,0.0392222594703318
1,0,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,31,1,1,0.8753943306466853,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,2,2,0.0,1.0,2.3301967592592594,2.0,0,5.0,8.734699074074074,2.0,32.0,192.0,0.0088519313304721,0.0517703862660944
121,21,2,2,0.6220403090607189,2.0,30.79875,6.0,0,4.0,49.28511574074074,2.0,0.0,136.0,0.0002681684097613,0.0367390721373022
28,20,1,1,0.0,1.0,4.407025462962963,2.0,0,3.0,73.31236111111112,1.0,3.0,174.0,0.002686366689053,0.1175285426460711
364,164,5,2,0.8155567267152171,3.0,3.973611111111111,2.0,0,27.0,2.8149140211640216,2.0,39.0,308.0,0.0107209863307424,0.0828196194049852
0,1525,1,1,0.7873936271223961,1.0,5.134618055555555,7.0,0,0.0,0.0,4.0,28.0,453.0,0.0097087378640776,0.1519919651824573
16,16,2,2,0.886859507142915,2.0,5.221099537037037,9.0,0,4.0,27.84556712962963,2.0,29.0,95.0,0.0100401606425702,0.0321285140562249
29,29,9,4,0.8309529383587723,3.0,6.147094907407407,6.0,0,9.0,3.4740368112014455,3.0,34.0,471.0,0.0093733261917514,0.1264059989287627
2,1,1,1,0.9182958340544896,1.0,1.2937152777777778,1.0,0,2.0,0.0034375,2.0,30.0,124.0,0.0103678929765886,0.0418060200668896
1537,1529,3,2,0.9529123228933244,3.0,0.2849305555555555,6.0,0,2.0,73.07577213971398,1.0,3.0,233.0,0.0010706638115631,0.0626338329764454
265,168,2,1,0.7089031176492686,6.0,4.063842592592592,4.0,0,1.0,2.792851851851852,1.0,14.0,114.0,0.0050133689839572,0.0384358288770053
7,1,1,1,0.0,2.0,2.974699074074074,6.0,0,4.0,24.401608796296298,1.0,2.0,31.0,0.0010023387905111,0.0106916137654527
0,2,1,1,0.0,1.0,0.9112152777777779,5.0,0,2.0,25.929942129629627,2.0,14.0,150.0,0.0050100200400801,0.0504342017368069
3,3,1,1,0.0,1.0,0.19275462962962964,4.0,0,3.0,46.7803587962963,1.0,0.0,10.0,0.000669792364367,0.0073677160080375
12,9,1,1,0.7355278445292194,1.0,0.1546412037037037,1.0,0,9.0,2.437488425925926,2.0,86.0,226.0,0.0290484140233722,0.0757929883138564
33,45,1,1,0.7626844954540313,1.0,0.1148263888888889,1.0,0,11.0,5.825504298941799,2.0,87.0,227.0,0.0293724966622162,0.0761014686248331
0,10,1,1,0.4689955935892812,1.0,3.8308796296296297,3.0,0,9.0,0.014074074074074074,3.0,88.0,498.0,0.0296963630296963,0.1664998331664998
30,28,2,1,0.944387195013346,1.0,0.1747337962962963,1.0,0,9.0,19.25575810185185,2.0,85.0,182.0,0.0575635876840696,0.1224899598393574
46,46,5,1,0.9296108129653078,1.0,0.06473379629629629,3.0,0,14.0,4.482770919067216,1.0,6.0,69.0,0.0023348899266177,0.0233488992661774
20,23,1,1,0.8364846084537836,3.0,3.8498495370370374,4.0,0,5.0,5.960601851851852,2.0,156.0,201.0,0.0523507835945315,0.0673557852617539
11,13,1,1,0.5435644431995964,1.0,0.8381597222222222,2.0,0,3.0,3.0765972222222224,3.0,117.0,348.0,0.0393333333333333,0.1163333333333333
34,7,1,1,0.3930589590512579,5.0,3.8498495370370374,4.0,1,5.0,0.0067476851851851856,1.0,157.0,157.0,0.0526491169610129,0.0526491169610129
2,2,1,1,0.0,1.0,0.8381481481481482,1.0,0,3.0,0.007222222222222223,2.0,118.0,148.0,0.0396402398401065,0.0496335776149233
5,2,1,1,0.0,3.0,0.15671296296296297,2.0,0,4.0,2.9300347222222225,2.0,91.0,207.0,0.0306360306360306,0.0692640692640692
1,2,1,1,0.0,1.0,0.8381481481481482,1.0,0,3.0,0.007407407407407408,2.0,120.0,307.0,0.0402796271637816,0.1025299600532623
1,1,1,1,0.0,1.0,0.0901388888888889,1.0,0,2.0,0.11023148148148149,2.0,89.0,229.0,0.0299500831946755,0.0765391014975041
0,9,1,1,0.0,1.0,0.1415625,1.0,0,9.0,0.1336111111111111,2.0,90.0,230.0,0.0302727877578176,0.0768463073852295
4,16,1,1,0.0,1.0,0.9225115740740741,1.0,0,0.0,0.0,2.0,91.0,231.0,0.0305952776854007,0.0771533089457931
3,0,1,1,0.0,1.0,0.23436342592592593,1.0,0,9.0,4.876192129629629,2.0,6.0,22.0,0.0451612903225806,0.1483870967741935
1,0,1,1,0.0,1.0,1.0408796296296297,1.0,0,1.0,0.2403125,2.0,92.0,232.0,0.0309175531914893,0.0774601063829787
1,0,1,1,0.0,1.0,0.32984953703703707,2.0,0,1.0,3.8138541666666668,2.0,189.0,393.0,0.0631439016284479,0.1309405117979395
89,0,1,1,0.0,1.0,1.6851041666666668,1.0,0,0.0,0.0,2.0,78.0,94.0,0.0528428093645484,0.0635451505016722
44,0,1,1,0.0,1.0,1.6848726851851852,1.0,0,0.0,0.0,2.0,79.0,95.0,0.053475935828877,0.0641711229946524
42,8,1,1,0.0,3.0,3.9463773148148147,2.0,0,3.0,7.059363425925926,2.0,50.0,427.0,0.034068136272545,0.2859051436205745
6,8,2,1,0.7608203181716592,1.0,0.09458333333333334,3.0,0,8.0,2.033003472222222,1.0,199.0,190.0,0.0664451827242525,0.0634551495016611
56,30,1,1,0.8106330779240294,4.0,3.473865740740741,7.0,0,3.0,118.94543113425925,2.0,71.0,397.0,0.0239123214878777,0.1321819993357688
69,2,1,1,0.0,1.0,0.8992592592592592,3.0,0,7.0,37.926875,1.0,72.0,88.0,0.0242363877822045,0.0295484727755644
1,1,1,1,0.0,1.0,119.51324074074074,3.0,0,0.0,0.0,2.0,12.0,219.0,0.0043146365748423,0.0730169266511782
0,57,1,1,0.0,1.0,0.2303587962962963,3.0,0,2.0,96.24818287037037,3.0,72.0,430.0,0.024220305242203,0.1429993364299933
13,10,1,1,0.5586293734521992,2.0,0.9077893518518518,3.0,0,14.0,18.570457175925927,3.0,34.0,218.0,0.011608623548922,0.072636815920398
8,86,1,1,0.9918207974218424,1.0,0.2156712962962963,2.0,0,4.0,62.07925925925926,3.0,32.0,127.0,0.0109416445623342,0.0424403183023872
44,57,3,2,0.5144064974400301,2.0,0.9077893518518518,2.0,0,16.0,4.9806861772486775,2.0,36.0,81.0,0.0098221396336607,0.0217679851340589
17,12,3,1,0.6863077234294414,5.0,0.20373842592592592,3.0,0,28.0,1.945798611111111,1.0,102.0,34.0,0.0341285619615639,0.0115970841616964
4,1,1,1,0.0,1.0,0.1135300925925926,0.0,1,2.0,89.4494212962963,1.0,200.0,200.0,0.0665783371977476,0.0665783371977476
5,5,1,1,0.7219280948873623,1.0,0.10075231481481482,2.0,0,2.0,116.54391203703705,1.0,117.0,192.0,0.0390728476821192,0.0639072847682119
13,13,1,1,0.7793498372920851,1.0,0.10054398148148148,2.0,0,8.0,0.0821412037037037,1.0,118.0,193.0,0.0393909301555776,0.0642171466401853
171,8,1,1,0.1839174043474098,1.0,0.0961689814814815,0.0,1,2.0,89.4686111111111,1.0,201.0,201.0,0.0668431502316346,0.0668431502316346
8,7,1,1,0.0,2.0,9.160081018518518,3.0,0,2.0,2.546828703703704,2.0,33.0,52.0,0.0112471055243135,0.017532252729077
35,21,2,2,0.5755794992604384,2.0,0.837326388888889,2.0,1,8.0,5.266165674603175,1.0,61.0,61.0,0.0164281928987811,0.0164281928987811
5,4,1,1,0.9910760598382222,1.0,0.10731481481481481,1.0,0,14.0,0.060856481481481484,2.0,36.0,98.0,0.0122314049586776,0.0327272727272727
2,0,1,1,0.0,1.0,2.3986342592592593,4.0,0,4.0,21.010520833333334,3.0,202.0,268.0,0.0670852610707204,0.0888962326503635
74,0,2,2,0.3955601876860862,1.0,0.11368055555555556,3.0,0,14.0,10.22869212962963,1.0,40.0,287.0,0.0108551760656605,0.0762509928514694
8,1,2,2,0.0,2.0,1.7034143518518519,3.0,0,7.0,1.4551759259259258,3.0,51.0,480.0,0.0346435709526982,0.3204530313124583
4,4,1,1,0.0,3.0,2.341284722222222,2.0,1,7.0,7.29369212962963,1.0,52.0,52.0,0.0352862849533954,0.0352862849533954
3,1,1,1,0.0,2.0,9.444340277777778,4.0,0,3.0,7.315023148148149,3.0,33.0,148.0,0.0226214238190286,0.0991350632069194
32,32,5,3,0.947766373411347,3.0,0.9193981481481481,7.0,0,15.0,3.2742183641975307,1.0,200.0,62.0,0.0520455722423614,0.0163127912998446
1,1,1,1,0.0,1.0,0.25060185185185185,1.0,0,3.0,3.377372685185185,2.0,216.0,235.0,0.0716408055463849,0.0779135028062066
2,1,1,1,0.0,1.0,0.09293981481481482,1.0,0,4.0,0.05226851851851852,2.0,12.0,12.0,0.0086378737541528,0.0086378737541528
1,0,1,1,0.0,1.0,1.0082291666666667,3.0,0,1.0,19.45403935185185,2.0,158.0,351.0,0.0524752475247524,0.1161716171617161
3,3,1,1,0.0,1.0,0.2951736111111111,5.0,0,5.0,4.414907407407408,1.0,0.0,291.0,0.0006640106241699,0.1938911022576361
6,0,2,2,0.6500224216483541,1.0,1.092523148148148,3.0,0,2.0,15.048958333333333,2.0,314.0,336.0,0.0832012678288431,0.0890121500264131
4,0,1,1,0.8112781244591328,1.0,0.12274305555555555,2.0,0,2.0,27.420972222222222,2.0,180.0,240.0,0.0596965699208443,0.079485488126649
54,4,2,2,0.320123163035744,1.0,2.935902777777778,1.0,0,4.0,3.612048611111111,2.0,120.0,379.0,0.0319429778247096,0.1003167898627244
1,1,1,1,0.0,1.0,0.04986111111111111,1.0,0,1.0,0.2051736111111111,2.0,13.0,17.0,0.0952380952380952,0.1224489795918367
78,0,1,1,0.0,2.0,2.1461921296296294,2.0,0,0.0,0.0,2.0,80.0,114.0,0.0536779324055666,0.076209410205434
1,0,1,1,0.0,1.0,1.1859606481481482,1.0,0,2.0,81.00420138888889,2.0,158.0,205.0,0.0524060646011865,0.067897165458141
32,2,2,2,0.7335379291086666,2.0,2.137395833333333,2.0,0,3.0,1.8744791666666665,2.0,121.0,380.0,0.0321814824584542,0.1005011870218939
8,0,1,1,0.0,1.0,2.8319444444444444,1.0,0,2.0,0.1919560185185185,2.0,159.0,355.0,0.0527009222661396,0.1172595520421607
4,3,1,1,0.863120568566631,1.0,0.2529976851851852,3.0,0,3.0,71.86993055555556,1.0,0.0,264.0,0.0003292723081988,0.0872571616727033
56,0,1,1,0.0,3.0,6.132013888888888,2.0,1,0.0,0.0,1.0,81.0,81.0,0.0542686962276637,0.0542686962276637
22,6,2,2,0.9666186325481028,1.0,0.8928124999999999,3.0,0,3.0,12.136608796296295,2.0,122.0,191.0,0.0324110671936758,0.050592885375494
55,55,2,1,0.9997615248696312,1.0,0.8299884259259259,1.0,0,2.0,78.32043402777778,2.0,292.0,430.0,0.193654990085922,0.2848645076007931
5,5,1,1,0.0,1.0,0.8072685185185186,1.0,0,3.0,0.02511574074074074,2.0,293.0,431.0,0.1941875825627476,0.285336856010568
12,0,1,1,0.0,1.0,0.7918402777777778,1.0,0,3.0,0.01238425925925926,2.0,294.0,432.0,0.1947194719471947,0.2858085808580858
638,843,1,1,0.8542212234664082,15.0,5.006666666666667,5.0,0,5.0,1.5320246362433865,2.0,9.0,63.0,0.0032905561039815,0.021059559065482
0,1,1,1,0.0,2.0,0.8239467592592593,3.0,0,14.0,0.7715624999999999,2.0,37.0,99.0,0.0125,0.0328947368421052
72,39,3,2,0.8228346542312899,3.0,2.024039351851852,3.0,0,16.0,0.000925925925925926,2.0,39.0,227.0,0.0105235464351486,0.0599842146803472
0,13,1,1,0.3912435636292556,2.0,1.0716898148148148,4.0,0,2.0,84.42395833333333,1.0,119.0,265.0,0.039447731755424,0.0874424720578566
12,0,1,1,0.0,1.0,0.13721064814814815,2.0,0,19.0,7.881006944444445,3.0,71.0,274.0,0.0236608609924416,0.0903713440683535
13,13,1,1,0.8958831444864813,1.0,0.26174768518518515,3.0,0,4.0,7.10440586419753,2.0,120.0,223.0,0.0397503285151117,0.0735873850197109
5,5,1,1,0.7219280948873623,2.0,0.2340162037037037,4.0,0,3.0,86.57523148148148,2.0,5.0,274.0,0.0019704433497536,0.090311986863711
5,0,1,1,0.0,1.0,0.7807523148148148,3.0,0,9.0,1.1584722222222223,2.0,7.0,12.0,0.0512820512820512,0.0833333333333333
73,88,1,1,0.5998612823692092,1.0,0.9336342592592594,2.0,0,3.0,15.230767195767195,1.0,23.0,89.0,0.0078791858174655,0.0295469468154957
1,1,1,1,0.0,1.0,0.7624652777777778,3.0,0,6.0,24.785729166666666,2.0,49.0,91.0,0.0164095831965868,0.0301936330817197
134,4,3,2,0.8272494713403424,11.0,19.88,19.0,0,10.0,24.94995833333333,2.0,81.0,162.0,0.0215336134453781,0.0428046218487394
9,16,1,1,0.4821022921402597,2.0,1.1639583333333332,3.0,0,2.0,1.7920717592592592,1.0,15.0,115.0,0.0052476221712036,0.0380452607412266
5,12,1,1,0.0,2.0,1.1639467592592594,3.0,0,1.0,0.008969907407407407,1.0,16.0,116.0,0.0055737704918032,0.0383606557377049
2,1,1,1,0.0,3.0,99.95024305555556,4.0,0,7.0,14.119004629629629,1.0,0.0,61.0,0.0003277613897082,0.0203212061619141
1,1,1,1,0.0,4.0,2.0026967592592593,18.0,0,6.0,4.078379629629629,2.0,121.0,192.0,0.0399737876802097,0.0632372214941022
4,60,2,1,0.7635448784330784,1.0,2.0946064814814815,1.0,0,27.0,0.8325972222222222,2.0,122.0,239.0,0.040288241074353,0.0786112020962987
1,2,1,1,0.0,1.0,2.0945949074074073,3.0,0,6.0,0.00047453703703703704,4.0,123.0,309.0,0.0406024885396201,0.1015062213490504
