dataset,axp0,axp1,axpsame,cxp0,cxp1,cxpsame
openstack,IF la = 4.0 AND ent = 0.0 AND nrev = 2.0 AND rtime = 0.1776504629629629 AND ndev = 5.0 AND app = 3.0 THEN defect = False,IF la = 4.0 AND ent = 0.0 AND nrev = 2.0 AND rtime = 0.1776504629629629 AND ndev = 5.0 AND app = 3.0 THEN defect = False,True,IF ent != 0.0 THEN defect != False,IF ent != 0.0 THEN defect != False,True
openstack,IF la = 4.0 AND ent = 0.0 AND nrev = 2.0 AND rtime = 0.1776504629629629 AND ndev = 5.0 AND app = 3.0 THEN defect = False,IF la = 4.0 AND ent = 0.0 AND nrev = 2.0 AND rtime = 0.1776504629629629 AND ndev = 5.0 AND app = 3.0 THEN defect = False,True,IF ent != 0.0 THEN defect != False,IF ent != 0.0 THEN defect != False,True
openstack,IF la = 9.0 AND nd = 2.0 AND ent = 0.4394969869215134 AND nrev = 5.0 AND rtime = 11.540347222222222 AND ndev = 135.0 AND app = 5.0 AND rsawr = 0.4537298554577172 THEN defect = False,IF la = 9.0 AND nd = 2.0 AND ent = 0.4394969869215134 AND nrev = 5.0 AND rtime = 11.540347222222222 AND ndev = 135.0 AND app = 5.0 AND rsawr = 0.4537298554577172 THEN defect = False,True,IF la != 9.0 THEN defect != False,IF la != 9.0 THEN defect != False,True
openstack,IF la = 9.0 AND nd = 2.0 AND ent = 0.4394969869215134 AND nrev = 5.0 AND rtime = 11.540347222222222 AND ndev = 135.0 AND app = 5.0 AND rsawr = 0.4537298554577172 THEN defect = False,IF la = 9.0 AND nd = 2.0 AND ent = 0.4394969869215134 AND nrev = 5.0 AND rtime = 11.540347222222222 AND ndev = 135.0 AND app = 5.0 AND rsawr = 0.4537298554577172 THEN defect = False,True,IF la != 9.0 THEN defect != False,IF la != 9.0 THEN defect != False,True
openstack,IF la = 27.0 AND ent = 0.8835850861052532 AND nrev = 5.0 AND rtime = 1.196886574074074 AND ndev = 2.0 AND age = 1.9638425925925929 AND app = 3.0 AND rrexp = 884.0 AND asawr = 0.0212335692618806 AND rsawr = 0.8503538928210314 THEN defect = False,IF la = 27.0 AND ent = 0.8835850861052532 AND nrev = 5.0 AND rtime = 1.196886574074074 AND ndev = 2.0 AND age = 1.9638425925925929 AND app = 3.0 AND rrexp = 884.0 AND asawr = 0.0212335692618806 AND rsawr = 0.8503538928210314 THEN defect = False,True,IF la != 27.0 THEN defect != False,IF la != 27.0 THEN defect != False,True
openstack,IF la = 27.0 AND ent = 0.8835850861052532 AND nrev = 5.0 AND rtime = 1.196886574074074 AND ndev = 2.0 AND age = 1.9638425925925929 AND app = 3.0 AND rrexp = 884.0 AND asawr = 0.0212335692618806 AND rsawr = 0.8503538928210314 THEN defect = False,IF la = 27.0 AND ent = 0.8835850861052532 AND nrev = 5.0 AND rtime = 1.196886574074074 AND ndev = 2.0 AND age = 1.9638425925925929 AND app = 3.0 AND rrexp = 884.0 AND asawr = 0.0212335692618806 AND rsawr = 0.8503538928210314 THEN defect = False,True,IF la != 27.0 THEN defect != False,IF la != 27.0 THEN defect != False,True
openstack,IF la = 29.0 AND nd = 2.0 AND nrev = 2.0 AND rtime = 11.332291666666668 AND ndev = 49.0 AND age = 14.353028549382715 AND app = 3.0 AND rrexp = 2793.0 AND asawr = 0.027561016104931 THEN defect = False,IF la = 29.0 AND nd = 2.0 AND nrev = 2.0 AND rtime = 11.332291666666668 AND ndev = 49.0 AND age = 14.353028549382715 AND app = 3.0 AND rrexp = 2793.0 AND asawr = 0.027561016104931 THEN defect = False,True,IF nd != 2.0 THEN defect != False,IF nd != 2.0 THEN defect != False,True
openstack,IF la = 29.0 AND nd = 2.0 AND nrev = 2.0 AND rtime = 11.332291666666668 AND ndev = 49.0 AND age = 14.353028549382715 AND app = 3.0 AND rrexp = 2793.0 AND asawr = 0.027561016104931 THEN defect = False,IF la = 29.0 AND nd = 2.0 AND nrev = 2.0 AND rtime = 11.332291666666668 AND ndev = 49.0 AND age = 14.353028549382715 AND app = 3.0 AND rrexp = 2793.0 AND asawr = 0.027561016104931 THEN defect = False,True,IF nd != 2.0 THEN defect != False,IF nd != 2.0 THEN defect != False,True
openstack,IF la = 28.0 AND ent = 0.9940302114769564 AND nrev = 2.0 AND rtime = 4.1766550925925925 AND app = 2.0 AND rrexp = 527.0 AND rsawr = 0.3765432098765432 THEN defect = False,IF la = 28.0 AND ent = 0.9940302114769564 AND nrev = 2.0 AND rtime = 4.1766550925925925 AND app = 2.0 AND rrexp = 527.0 AND rsawr = 0.3765432098765432 THEN defect = False,True,IF nrev != 2.0 THEN defect != False,IF nrev != 2.0 THEN defect != False,True
openstack,IF la = 28.0 AND ent = 0.9940302114769564 AND nrev = 2.0 AND rtime = 4.1766550925925925 AND app = 2.0 AND rrexp = 527.0 AND rsawr = 0.3765432098765432 THEN defect = False,IF la = 28.0 AND ent = 0.9940302114769564 AND nrev = 2.0 AND rtime = 4.1766550925925925 AND app = 2.0 AND rrexp = 527.0 AND rsawr = 0.3765432098765432 THEN defect = False,True,IF nrev != 2.0 THEN defect != False,IF nrev != 2.0 THEN defect != False,True
openstack,IF la = 65.0 AND ent = 0.7936543029570959 AND nrev = 15.0 AND rtime = 165.6021412037037 AND ndev = 112.0 AND app = 2.0 AND asawr = 0.0215552976289172 AND rsawr = 0.0366440059691593 THEN defect = False,IF la = 65.0 AND ent = 0.7936543029570959 AND nrev = 15.0 AND rtime = 165.6021412037037 AND ndev = 112.0 AND app = 2.0 AND asawr = 0.0215552976289172 AND rsawr = 0.0366440059691593 THEN defect = False,True,IF la != 65.0 THEN defect != False,IF la != 65.0 THEN defect != False,True
openstack,IF la = 65.0 AND ent = 0.7936543029570959 AND nrev = 15.0 AND rtime = 165.6021412037037 AND ndev = 112.0 AND app = 2.0 AND asawr = 0.0215552976289172 AND rsawr = 0.0366440059691593 THEN defect = False,IF la = 65.0 AND ent = 0.7936543029570959 AND nrev = 15.0 AND rtime = 165.6021412037037 AND ndev = 112.0 AND app = 2.0 AND asawr = 0.0215552976289172 AND rsawr = 0.0366440059691593 THEN defect = False,True,IF la != 65.0 THEN defect != False,IF la != 65.0 THEN defect != False,True
openstack,IF la = 0.0 AND ent = 0.0 AND nrev = 1.0 AND app = 2.0 AND rrexp = 876.0 AND asawr = 0.0050454086781029 THEN defect = False,IF la = 0.0 AND ent = 0.0 AND nrev = 1.0 AND app = 2.0 AND rrexp = 876.0 AND asawr = 0.0050454086781029 THEN defect = False,True,IF nd != 1.0 AND nrev != 1.0 THEN defect != False,IF nd != 1.0 AND nrev != 1.0 THEN defect != False,True
openstack,IF la = 0.0 AND ent = 0.0 AND nrev = 1.0 AND app = 2.0 AND rrexp = 876.0 AND asawr = 0.0050454086781029 THEN defect = False,IF la = 0.0 AND ent = 0.0 AND nrev = 1.0 AND app = 2.0 AND rrexp = 876.0 AND asawr = 0.0050454086781029 THEN defect = False,True,IF nd != 1.0 AND nrev != 1.0 THEN defect != False,IF nd != 1.0 AND nrev != 1.0 THEN defect != False,True
openstack,IF la = 13.0 AND nd = 2.0 AND ent = 0.5665095065529053 AND nrev = 1.0 AND ndev = 4.0 AND app = 3.0 AND rsawr = 0.351897894911321 THEN defect = False,IF la = 13.0 AND nd = 2.0 AND ent = 0.5665095065529053 AND nrev = 1.0 AND ndev = 4.0 AND app = 3.0 AND rsawr = 0.351897894911321 THEN defect = False,True,IF nrev != 1.0 THEN defect != False,IF nrev != 1.0 THEN defect != False,True
openstack,IF la = 13.0 AND nd = 2.0 AND ent = 0.5665095065529053 AND nrev = 1.0 AND ndev = 4.0 AND app = 3.0 AND rsawr = 0.351897894911321 THEN defect = False,IF la = 13.0 AND nd = 2.0 AND ent = 0.5665095065529053 AND nrev = 1.0 AND ndev = 4.0 AND app = 3.0 AND rsawr = 0.351897894911321 THEN defect = False,True,IF nrev != 1.0 THEN defect != False,IF nrev != 1.0 THEN defect != False,True
openstack,IF la = 0.0 AND ent = 0.0 AND nrev = 1.0 AND app = 2.0 AND rrexp = 725.0 AND rsawr = 0.8206686930091185 THEN defect = False,IF la = 0.0 AND ent = 0.0 AND nrev = 1.0 AND app = 2.0 AND rrexp = 725.0 AND rsawr = 0.8206686930091185 THEN defect = False,True,IF nrev != 1.0 AND app != 2.0 THEN defect != False,IF nrev != 1.0 AND app != 2.0 THEN defect != False,True
openstack,IF la = 0.0 AND ent = 0.0 AND nrev = 1.0 AND app = 2.0 AND rrexp = 725.0 AND rsawr = 0.8206686930091185 THEN defect = False,IF la = 0.0 AND ent = 0.0 AND nrev = 1.0 AND app = 2.0 AND rrexp = 725.0 AND rsawr = 0.8206686930091185 THEN defect = False,True,IF nrev != 1.0 AND app != 2.0 THEN defect != False,IF nrev != 1.0 AND app != 2.0 THEN defect != False,True
openstack,IF la = 18.0 AND nd = 2.0 AND ent = 0.9601186626422924 AND nrev = 6.0 AND age = 0.0087499999999999 AND app = 3.0 AND rrexp = 1547.0 THEN defect = False,IF la = 18.0 AND nd = 2.0 AND ent = 0.9601186626422924 AND nrev = 6.0 AND age = 0.0087499999999999 AND app = 3.0 AND rrexp = 1547.0 THEN defect = False,True,IF nrev != 6.0 THEN defect != False,IF nrev != 6.0 THEN defect != False,True
openstack,IF la = 18.0 AND nd = 2.0 AND ent = 0.9601186626422924 AND nrev = 6.0 AND age = 0.0087499999999999 AND app = 3.0 AND rrexp = 1547.0 THEN defect = False,IF la = 18.0 AND nd = 2.0 AND ent = 0.9601186626422924 AND nrev = 6.0 AND age = 0.0087499999999999 AND app = 3.0 AND rrexp = 1547.0 THEN defect = False,True,IF nrev != 6.0 THEN defect != False,IF nrev != 6.0 THEN defect != False,True
openstack,IF la = 3.0 AND ent = 0.0 AND nrev = 2.0 AND rtime = 1.134375 AND app = 3.0 THEN defect = False,IF la = 3.0 AND ent = 0.0 AND nrev = 2.0 AND rtime = 1.134375 AND app = 3.0 THEN defect = False,True,IF ent != 0.0 THEN defect != False,IF ent != 0.0 THEN defect != False,True
openstack,IF la = 3.0 AND ent = 0.0 AND nrev = 2.0 AND rtime = 1.134375 AND app = 3.0 THEN defect = False,IF la = 3.0 AND ent = 0.0 AND nrev = 2.0 AND rtime = 1.134375 AND app = 3.0 THEN defect = False,True,IF ent != 0.0 THEN defect != False,IF ent != 0.0 THEN defect != False,True
openstack,IF la = 155.0 AND nd = 4.0 AND ent = 0.5866916245367152 AND nrev = 3.0 AND rtime = 0.8878356481481481 AND ndev = 19.0 AND app = 3.0 AND asawr = 0.0201005025125628 AND rsawr = 0.3758793969849246 THEN defect = False,IF la = 155.0 AND nd = 4.0 AND ent = 0.5866916245367152 AND nrev = 3.0 AND rtime = 0.8878356481481481 AND ndev = 19.0 AND app = 3.0 AND asawr = 0.0201005025125628 AND rsawr = 0.3758793969849246 THEN defect = False,True,IF la != 155.0 THEN defect != False,IF la != 155.0 THEN defect != False,True
openstack,IF la = 155.0 AND nd = 4.0 AND ent = 0.5866916245367152 AND nrev = 3.0 AND rtime = 0.8878356481481481 AND ndev = 19.0 AND app = 3.0 AND asawr = 0.0201005025125628 AND rsawr = 0.3758793969849246 THEN defect = False,IF la = 155.0 AND nd = 4.0 AND ent = 0.5866916245367152 AND nrev = 3.0 AND rtime = 0.8878356481481481 AND ndev = 19.0 AND app = 3.0 AND asawr = 0.0201005025125628 AND rsawr = 0.3758793969849246 THEN defect = False,True,IF la != 155.0 THEN defect != False,IF la != 155.0 THEN defect != False,True
openstack,IF la = 1.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 1.0 AND ndev = 1.0 AND rrexp = 710.0 THEN defect = False,IF la = 1.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 1.0 AND ndev = 1.0 AND rrexp = 710.0 THEN defect = False,True,IF la != 1.0 AND ent != 0.0 THEN defect != False,IF la != 1.0 AND ent != 0.0 THEN defect != False,True
openstack,IF la = 1.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 1.0 AND ndev = 1.0 AND rrexp = 710.0 THEN defect = False,IF la = 1.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 1.0 AND ndev = 1.0 AND rrexp = 710.0 THEN defect = False,True,IF la != 1.0 AND ent != 0.0 THEN defect != False,IF la != 1.0 AND ent != 0.0 THEN defect != False,True
openstack,IF la = 45.0 AND nd = 3.0 AND nrev = 4.0 AND rtime = 11.548425925925926 AND ndev = 73.0 AND app = 3.0 AND rrexp = 988.0 AND rsawr = 0.9467871485943776 THEN defect = False,IF la = 45.0 AND nd = 3.0 AND nrev = 4.0 AND rtime = 11.548425925925926 AND ndev = 73.0 AND app = 3.0 AND rrexp = 988.0 AND rsawr = 0.9467871485943776 THEN defect = False,True,IF la != 45.0 THEN defect != False,IF la != 45.0 THEN defect != False,True
openstack,IF la = 45.0 AND nd = 3.0 AND nrev = 4.0 AND rtime = 11.548425925925926 AND ndev = 73.0 AND app = 3.0 AND rrexp = 988.0 AND rsawr = 0.9467871485943776 THEN defect = False,IF la = 45.0 AND nd = 3.0 AND nrev = 4.0 AND rtime = 11.548425925925926 AND ndev = 73.0 AND app = 3.0 AND rrexp = 988.0 AND rsawr = 0.9467871485943776 THEN defect = False,True,IF la != 45.0 THEN defect != False,IF la != 45.0 THEN defect != False,True
openstack,IF la = 3.0 AND ent = 0.0 AND nrev = 1.0 AND age = 72.44938657407407 AND app = 3.0 AND rrexp = 1480.0 THEN defect = False,IF la = 3.0 AND ent = 0.0 AND nrev = 1.0 AND age = 72.44938657407407 AND app = 3.0 AND rrexp = 1480.0 THEN defect = False,True,IF nrev != 1.0 AND ndev != 1.0 THEN defect != False,IF nrev != 1.0 AND ndev != 1.0 THEN defect != False,True
openstack,IF la = 3.0 AND ent = 0.0 AND nrev = 1.0 AND age = 72.44938657407407 AND app = 3.0 AND rrexp = 1480.0 THEN defect = False,IF la = 3.0 AND ent = 0.0 AND nrev = 1.0 AND age = 72.44938657407407 AND app = 3.0 AND rrexp = 1480.0 THEN defect = False,True,IF nrev != 1.0 AND ndev != 1.0 THEN defect != False,IF nrev != 1.0 AND ndev != 1.0 THEN defect != False,True
openstack,IF la = 25.0 AND nd = 2.0 AND nrev = 1.0 AND rtime = 1.8923842592592592 AND ndev = 3.0 AND app = 5.0 AND asawr = 0.086053412462908 THEN defect = False,IF la = 25.0 AND nd = 2.0 AND nrev = 1.0 AND rtime = 1.8923842592592592 AND ndev = 3.0 AND app = 5.0 AND asawr = 0.086053412462908 THEN defect = False,True,IF nrev != 1.0 THEN defect != False,IF nrev != 1.0 THEN defect != False,True
openstack,IF la = 25.0 AND nd = 2.0 AND nrev = 1.0 AND rtime = 1.8923842592592592 AND ndev = 3.0 AND app = 5.0 AND asawr = 0.086053412462908 THEN defect = False,IF la = 25.0 AND nd = 2.0 AND nrev = 1.0 AND rtime = 1.8923842592592592 AND ndev = 3.0 AND app = 5.0 AND asawr = 0.086053412462908 THEN defect = False,True,IF nrev != 1.0 THEN defect != False,IF nrev != 1.0 THEN defect != False,True
openstack,IF ent = 0.0 AND nrev = 0.0 AND rtime = 0.0 AND app = 0.0 AND rrexp = 0.0 AND rsawr = 0.0 THEN defect = False,IF ent = 0.0 AND nrev = 0.0 AND rtime = 0.0 AND app = 0.0 AND rrexp = 0.0 AND rsawr = 0.0 THEN defect = False,True,IF ent != 0.0 AND nrev != 0.0 THEN defect != False,IF ent != 0.0 AND nrev != 0.0 THEN defect != False,True
openstack,IF ent = 0.0 AND nrev = 0.0 AND rtime = 0.0 AND app = 0.0 AND rrexp = 0.0 AND rsawr = 0.0 THEN defect = False,IF ent = 0.0 AND nrev = 0.0 AND rtime = 0.0 AND app = 0.0 AND rrexp = 0.0 AND rsawr = 0.0 THEN defect = False,True,IF ent != 0.0 AND nrev != 0.0 THEN defect != False,IF ent != 0.0 AND nrev != 0.0 THEN defect != False,True
openstack,IF la = 13.0 AND nd = 2.0 AND ent = 0.5916727785823275 AND nrev = 2.0 AND rtime = 4.004803240740741 AND app = 5.0 AND rrexp = 1064.0 THEN defect = False,IF la = 13.0 AND nd = 2.0 AND ent = 0.5916727785823275 AND nrev = 2.0 AND rtime = 4.004803240740741 AND app = 5.0 AND rrexp = 1064.0 THEN defect = False,True,IF nd != 2.0 THEN defect != False,IF nd != 2.0 THEN defect != False,True
openstack,IF la = 13.0 AND nd = 2.0 AND ent = 0.5916727785823275 AND nrev = 2.0 AND rtime = 4.004803240740741 AND app = 5.0 AND rrexp = 1064.0 THEN defect = False,IF la = 13.0 AND nd = 2.0 AND ent = 0.5916727785823275 AND nrev = 2.0 AND rtime = 4.004803240740741 AND app = 5.0 AND rrexp = 1064.0 THEN defect = False,True,IF nd != 2.0 THEN defect != False,IF nd != 2.0 THEN defect != False,True
openstack,IF nd = 1.0 AND ent = 0.0 AND nrev = 10.0 AND age = 0.0 AND app = 5.0 AND rrexp = 549.0 AND asawr = 0.0020942408376963 AND rsawr = 0.4963350785340314 THEN defect = False,IF nd = 1.0 AND ent = 0.0 AND nrev = 10.0 AND age = 0.0 AND app = 5.0 AND rrexp = 549.0 AND asawr = 0.0020942408376963 AND rsawr = 0.4963350785340314 THEN defect = False,True,IF ent != 0.0 THEN defect != False,IF ent != 0.0 THEN defect != False,True
openstack,IF nd = 1.0 AND ent = 0.0 AND nrev = 10.0 AND age = 0.0 AND app = 5.0 AND rrexp = 549.0 AND asawr = 0.0020942408376963 AND rsawr = 0.4963350785340314 THEN defect = False,IF nd = 1.0 AND ent = 0.0 AND nrev = 10.0 AND age = 0.0 AND app = 5.0 AND rrexp = 549.0 AND asawr = 0.0020942408376963 AND rsawr = 0.4963350785340314 THEN defect = False,True,IF ent != 0.0 THEN defect != False,IF ent != 0.0 THEN defect != False,True
openstack,IF la = 24.0 AND nd = 2.0 AND ent = 0.4021791902022728 AND nrev = 2.0 AND rtime = 0.9065972222222222 AND ndev = 5.0 AND app = 4.0 THEN defect = False,IF la = 24.0 AND nd = 2.0 AND ent = 0.4021791902022728 AND nrev = 2.0 AND rtime = 0.9065972222222222 AND ndev = 5.0 AND app = 4.0 THEN defect = False,True,IF la != 24.0 THEN defect != False,IF la != 24.0 THEN defect != False,True
openstack,IF la = 24.0 AND nd = 2.0 AND ent = 0.4021791902022728 AND nrev = 2.0 AND rtime = 0.9065972222222222 AND ndev = 5.0 AND app = 4.0 THEN defect = False,IF la = 24.0 AND nd = 2.0 AND ent = 0.4021791902022728 AND nrev = 2.0 AND rtime = 0.9065972222222222 AND ndev = 5.0 AND app = 4.0 THEN defect = False,True,IF la != 24.0 THEN defect != False,IF la != 24.0 THEN defect != False,True
openstack,IF la = 10.0 AND nd = 2.0 AND nrev = 2.0 AND rtime = 9.231412037037035 AND app = 8.0 AND asawr = 0.0001652892561983 THEN defect = False,IF la = 10.0 AND nd = 2.0 AND nrev = 2.0 AND rtime = 9.231412037037035 AND app = 8.0 AND asawr = 0.0001652892561983 THEN defect = False,True,IF nrev != 2.0 THEN defect != False,IF nrev != 2.0 THEN defect != False,True
openstack,IF la = 10.0 AND nd = 2.0 AND nrev = 2.0 AND rtime = 9.231412037037035 AND app = 8.0 AND asawr = 0.0001652892561983 THEN defect = False,IF la = 10.0 AND nd = 2.0 AND nrev = 2.0 AND rtime = 9.231412037037035 AND app = 8.0 AND asawr = 0.0001652892561983 THEN defect = False,True,IF nrev != 2.0 THEN defect != False,IF nrev != 2.0 THEN defect != False,True
openstack,IF la = 75.0 AND ent = 0.7321233704360474 AND nrev = 5.0 AND ndev = 74.0 AND age = 1.4971701388888887 AND app = 2.0 AND rrexp = 854.0 AND rsawr = 0.156337795405718 THEN defect = False,IF la = 75.0 AND ent = 0.7321233704360474 AND nrev = 5.0 AND ndev = 74.0 AND age = 1.4971701388888887 AND app = 2.0 AND rrexp = 854.0 AND rsawr = 0.156337795405718 THEN defect = False,True,IF la != 75.0 THEN defect != False,IF la != 75.0 THEN defect != False,True
openstack,IF la = 75.0 AND ent = 0.7321233704360474 AND nrev = 5.0 AND ndev = 74.0 AND age = 1.4971701388888887 AND app = 2.0 AND rrexp = 854.0 AND rsawr = 0.156337795405718 THEN defect = False,IF la = 75.0 AND ent = 0.7321233704360474 AND nrev = 5.0 AND ndev = 74.0 AND age = 1.4971701388888887 AND app = 2.0 AND rrexp = 854.0 AND rsawr = 0.156337795405718 THEN defect = False,True,IF la != 75.0 THEN defect != False,IF la != 75.0 THEN defect != False,True
openstack,IF la = 1.0 AND ent = 0.0 AND nrev = 1.0 AND age = 3.3329513888888886 AND app = 4.0 AND asawr = 0.2076023391812865 THEN defect = False,IF la = 1.0 AND ent = 0.0 AND nrev = 1.0 AND age = 3.3329513888888886 AND app = 4.0 AND asawr = 0.2076023391812865 THEN defect = False,True,IF ent != 0.0 THEN defect != False,IF ent != 0.0 THEN defect != False,True
openstack,IF la = 1.0 AND ent = 0.0 AND nrev = 1.0 AND age = 3.3329513888888886 AND app = 4.0 AND asawr = 0.2076023391812865 THEN defect = False,IF la = 1.0 AND ent = 0.0 AND nrev = 1.0 AND age = 3.3329513888888886 AND app = 4.0 AND asawr = 0.2076023391812865 THEN defect = False,True,IF ent != 0.0 THEN defect != False,IF ent != 0.0 THEN defect != False,True
openstack,IF la = 21.0 AND nd = 2.0 AND ent = 0.9656361333706098 AND nrev = 15.0 AND rtime = 10.492858796296296 AND app = 3.0 AND rrexp = 1230.0 AND asawr = 0.0116279069767441 THEN defect = False,IF la = 21.0 AND nd = 2.0 AND ent = 0.9656361333706098 AND nrev = 15.0 AND rtime = 10.492858796296296 AND app = 3.0 AND rrexp = 1230.0 AND asawr = 0.0116279069767441 THEN defect = False,True,IF la != 21.0 THEN defect != False,IF la != 21.0 THEN defect != False,True
openstack,IF la = 21.0 AND nd = 2.0 AND ent = 0.9656361333706098 AND nrev = 15.0 AND rtime = 10.492858796296296 AND app = 3.0 AND rrexp = 1230.0 AND asawr = 0.0116279069767441 THEN defect = False,IF la = 21.0 AND nd = 2.0 AND ent = 0.9656361333706098 AND nrev = 15.0 AND rtime = 10.492858796296296 AND app = 3.0 AND rrexp = 1230.0 AND asawr = 0.0116279069767441 THEN defect = False,True,IF la != 21.0 THEN defect != False,IF la != 21.0 THEN defect != False,True
openstack,IF la = 5.0 AND ent = 0.0 AND nrev = 3.0 AND rtime = 1.5186805555555554 AND app = 2.0 AND rsawr = 0.5761589403973509 THEN defect = False,IF la = 5.0 AND ent = 0.0 AND nrev = 3.0 AND rtime = 1.5186805555555554 AND app = 2.0 AND rsawr = 0.5761589403973509 THEN defect = False,True,IF ent != 0.0 THEN defect != False,IF ent != 0.0 THEN defect != False,True
openstack,IF la = 5.0 AND ent = 0.0 AND nrev = 3.0 AND rtime = 1.5186805555555554 AND app = 2.0 AND rsawr = 0.5761589403973509 THEN defect = False,IF la = 5.0 AND ent = 0.0 AND nrev = 3.0 AND rtime = 1.5186805555555554 AND app = 2.0 AND rsawr = 0.5761589403973509 THEN defect = False,True,IF ent != 0.0 THEN defect != False,IF ent != 0.0 THEN defect != False,True
openstack,IF la = 23.0 AND ent = 0.0 AND nrev = 4.0 AND age = 3.744421296296296 AND app = 4.0 AND rrexp = 443.0 AND asawr = 0.0208747514910536 AND rsawr = 0.4174950298210735 THEN defect = False,IF la = 23.0 AND ent = 0.0 AND nrev = 4.0 AND age = 3.744421296296296 AND app = 4.0 AND rrexp = 443.0 AND asawr = 0.0208747514910536 AND rsawr = 0.4174950298210735 THEN defect = False,True,IF ent != 0.0 THEN defect != False,IF ent != 0.0 THEN defect != False,True
openstack,IF la = 23.0 AND ent = 0.0 AND nrev = 4.0 AND age = 3.744421296296296 AND app = 4.0 AND rrexp = 443.0 AND asawr = 0.0208747514910536 AND rsawr = 0.4174950298210735 THEN defect = False,IF la = 23.0 AND ent = 0.0 AND nrev = 4.0 AND age = 3.744421296296296 AND app = 4.0 AND rrexp = 443.0 AND asawr = 0.0208747514910536 AND rsawr = 0.4174950298210735 THEN defect = False,True,IF ent != 0.0 THEN defect != False,IF ent != 0.0 THEN defect != False,True
openstack,IF la = 47.0 AND nd = 3.0 AND nrev = 2.0 AND rtime = 6.030081018518518 AND ndev = 69.0 AND app = 2.0 AND rrexp = 1307.0 AND asawr = 0.0737380402507423 THEN defect = False,IF la = 47.0 AND nd = 3.0 AND nrev = 2.0 AND rtime = 6.030081018518518 AND ndev = 69.0 AND app = 2.0 AND rrexp = 1307.0 AND asawr = 0.0737380402507423 THEN defect = False,True,IF la != 47.0 THEN defect != False,IF la != 47.0 THEN defect != False,True
openstack,IF la = 47.0 AND nd = 3.0 AND nrev = 2.0 AND rtime = 6.030081018518518 AND ndev = 69.0 AND app = 2.0 AND rrexp = 1307.0 AND asawr = 0.0737380402507423 THEN defect = False,IF la = 47.0 AND nd = 3.0 AND nrev = 2.0 AND rtime = 6.030081018518518 AND ndev = 69.0 AND app = 2.0 AND rrexp = 1307.0 AND asawr = 0.0737380402507423 THEN defect = False,True,IF la != 47.0 THEN defect != False,IF la != 47.0 THEN defect != False,True
openstack,IF la = 10.0 AND nd = 2.0 AND nrev = 2.0 AND rtime = 13.590092592592592 AND app = 9.0 AND asawr = 0.0003298697014679 AND rsawr = 0.3501566881081973 THEN defect = False,IF la = 10.0 AND nd = 2.0 AND nrev = 2.0 AND rtime = 13.590092592592592 AND app = 9.0 AND asawr = 0.0003298697014679 AND rsawr = 0.3501566881081973 THEN defect = False,True,IF nrev != 2.0 THEN defect != False,IF nrev != 2.0 THEN defect != False,True
openstack,IF la = 10.0 AND nd = 2.0 AND nrev = 2.0 AND rtime = 13.590092592592592 AND app = 9.0 AND asawr = 0.0003298697014679 AND rsawr = 0.3501566881081973 THEN defect = False,IF la = 10.0 AND nd = 2.0 AND nrev = 2.0 AND rtime = 13.590092592592592 AND app = 9.0 AND asawr = 0.0003298697014679 AND rsawr = 0.3501566881081973 THEN defect = False,True,IF nrev != 2.0 THEN defect != False,IF nrev != 2.0 THEN defect != False,True
openstack,IF la = 51.0 AND nd = 2.0 AND ent = 0.7509154537400767 AND nrev = 10.0 AND rtime = 11.982037037037037 AND age = 0.2159143518518518 AND app = 4.0 AND rsawr = 0.2379696769940672 THEN defect = False,IF la = 51.0 AND nd = 2.0 AND ent = 0.7509154537400767 AND nrev = 10.0 AND rtime = 11.982037037037037 AND age = 0.2159143518518518 AND app = 4.0 AND rsawr = 0.2379696769940672 THEN defect = False,True,IF la != 51.0 THEN defect != False,IF la != 51.0 THEN defect != False,True
openstack,IF la = 51.0 AND nd = 2.0 AND ent = 0.7509154537400767 AND nrev = 10.0 AND rtime = 11.982037037037037 AND age = 0.2159143518518518 AND app = 4.0 AND rsawr = 0.2379696769940672 THEN defect = False,IF la = 51.0 AND nd = 2.0 AND ent = 0.7509154537400767 AND nrev = 10.0 AND rtime = 11.982037037037037 AND age = 0.2159143518518518 AND app = 4.0 AND rsawr = 0.2379696769940672 THEN defect = False,True,IF la != 51.0 THEN defect != False,IF la != 51.0 THEN defect != False,True
openstack,IF la = 36.0 AND nd = 4.0 AND ent = 0.7427303803729566 AND nrev = 4.0 AND rtime = 1.9050462962962964 AND ndev = 18.0 AND app = 4.0 AND asawr = 0.042016806722689 THEN defect = False,IF la = 36.0 AND nd = 4.0 AND ent = 0.7427303803729566 AND nrev = 4.0 AND rtime = 1.9050462962962964 AND ndev = 18.0 AND app = 4.0 AND asawr = 0.042016806722689 THEN defect = False,True,IF nd != 4.0 THEN defect != False,IF nd != 4.0 THEN defect != False,True
